Name,Occupation,POY,Cover #,Year,Order
Igor Sikorsky,Business,N,1573,1953,1632
Harry Dexter White,Politics & Gov,N,1574,1953,1633
Nikita Khrushchev,Politics & Gov,N,1575,1953,1634
Gen. William Dean,Military,N,1576,1953,1635
Pope Pius XII,Religion,N,1577,1953,1636
Earl Warren,Politics & Gov,N,1578,1953,1637
Grandma Moses,Arts,N,1579,1953,1638
Konrad Adenauer,Politics & Gov,Y,1580,1954,1639
Hyman Rickover,Military,N,1581,1954,1640
Richard Nixon,Politics & Gov,N,1582,1954,1641
George Balanchine,Theater,N,1583,1954,1642
Harry J. Grant,Journalism,N,1584,1954,1643
Nathan Twining,Military,N,1585,1954,1644
Heinz Nordhoff,Business,N,1586,1954,1645
Paul Magloire,Politics & Gov,N,1587,1954,1646
Nathan M. Pusey,Education,N,1588,1954,1647
Joseph McCarthy,Politics & Gov,N,1589,1954,1648
Jack Webb,Entertainment,N,1590,1954,1649
Roy Cohn,Politics & Gov,N,1591,1954,1650
David Schine,Politics & Gov,N,1591,1954,1651
Dr. Jonas Salk,Science,N,1592,1954,1652
Richard A. Butler,Politics & Gov,N,1593,1954,1653
Henry P. Van Dusen,Religion,N,1594,1954,1654
Briggs Cunningham,Sports,N,1595,1954,1655
Harry W. Morrison,Business,N,1596,1954,1656
Zhou En-lai,Politics & Gov,N,1597,1954,1657
Ray Jenkins,Politics & Gov,N,1598,1954,1658
Clinton W. Murchison,Business,N,1599,1954,1659
Native Dancer,Sports,N,1600,1954,1660
Humphrey Bogart,Entertainment,N,1601,1954,1661
J. Robert Oppenheimer,Science,N,1602,1954,1662
Sam Snead,Sports,N,1603,1954,1663
Jacobo Arbenz,Politics & Gov,N,1604,1954,1664
John Sherman Cooper,Politics & Gov,N,1605,1954,1665
Pierre Mendes France,Politics & Gov,N,1606,1954,1666
William McPherson Allen,Business,N,1607,1954,1667
Willie Mays,Sports,N,1608,1954,1668
Joseph W. Martin Jr,Politics & Gov,N,1609,1954,1669
Gina Lollobrigida,Entertainment,N,1610,1954,1670
Douglas McKay,Politics & Gov,N,1611,1954,1671
U Nu,Politics & Gov,N,1612,1954,1672
Archbishop Geoffrey Fisher,Religion,N,1613,1954,1673
Alicia Patterson,Journalism,N,1614,1954,1674
Clement Attlee,Politics & Gov,N,1615,1954,1675
David Riesman,Author,N,1616,1954,1676
Arthur Watkins,Politics & Gov,N,1617,1954,1677
Marlon Brando,Entertainment,N,1618,1954,1678
Clifford Case Jr,Politics & Gov,N,1619,1954,1679
Billy Graham,Religion,N,1620,1954,1680
Harlow Curtice,Business,N,1621,1954,1681
Dave Brubeck,Music,N,1622,1954,1682
George M. Leader,Politics & Gov,N,1623,1954,1683
Ho Chi Minh,Politics & Gov,N,1624,1954,1684
Bobby Layne,Sports,N,1625,1954,1685
Joao Cafe Filho,Politics & Gov,N,1626,1954,1686
Ernest Hemingway,Author,N,1627,1954,1687
Benjamin W. Chidlaw,Military,N,1628,1954,1688
Walt Disney,Business,N,1629,1954,1689
John Foster Dulles,Politics & Gov,Y,1630,1955,1690
Wayne Morse,Politics & Gov,N,1631,1955,1691
Richard L. Neuberger,Politics & Gov,N,1631,1955,1692
Joseph Dodge,Politics & Gov,N,1632,1955,1693
Grace Kelly,Entertainment,N,1633,1955,1694
Adm. Alfred M. Pride,Military,N,1634,1955,1695
Carl Jung,Science,N,1635,1955,1696
Nikita Khrushchev,Politics & Gov,N,1636,1955,1697
Marcos Perez Jimenez,Politics & Gov,N,1637,1955,1698
George N. Craig,Politics & Gov,N,1638,1955,1699
Ichiro Hatoyama,Politics & Gov,N,1639,1955,1700
George Meany,Business,N,1640,1955,1701
Thomas J. Watson Jr,Business,N,1641,1955,1702
Ngo Dinh Diem,Politics & Gov,N,1642,1955,1703
Mother Mary Columba,Religion,N,1643,1955,1704
Chiang Kai-shek,Politics & Gov,N,1644,1955,1705
Walter George,Politics & Gov,N,1645,1955,1706
Claire McCardell,Fashion,N,1646,1955,1707
Gen. Georgy Zhukov,Military,N,1647,1955,1708
Lee A. Dubridge,Education,N,1648,1955,1709
Anthony Eden,Politics & Gov,N,1649,1955,1710
Gov. Goodwin Knight,Politics & Gov,N,1650,1955,1711
Josip Tito,Military,N,1651,1955,1712
Gwen Verdon,Theater,N,1652,1955,1713
Walter Reuther,Business,N,1653,1955,1714
Dag Hammarskjold,Politics & Gov,N,1654,1955,1715
Dwight D. Eisenhower,Politics & Gov,N,1655,1955,1716
August Anheuser Busch Jr,Business,N,1656,1955,1717
Andre Malraux,Author,N,1657,1955,1718
Nikolai Bulganin,Military,N,1658,1955,1719
Nikolai Buulganin,Politics & Gov,N,1659,1955,1720
Anthony Eden,Politics & Gov,N,1659,1955,1721
Dwight D. Eisenhower,Politics & Gov,N,1659,1955,1722
Edgar Faure,Politics & Gov,N,1659,1955,1723
Roy Campanella,Sports,N,1660,1955,1724
Willard Libby,Science,N,1661,1955,1725
Carmine De Sapio,Politics & Gov,N,1662,1955,1726
Frank Sinatra,Entertainment,N,1663,1955,1727
Herman Wouk,Author,N,1664,1955,1728
Col. Paul Stapp,Military,N,1665,1955,1729
Thurgood Marshall,Politics & Gov,N,1666,1955,1730
Gamal Abdel Nasser,Politics & Gov,N,1667,1955,1731
Casey Stengel,Sports,N,1668,1955,1732
Richard Nixon,Politics & Gov,N,1669,1955,1733
Ed Sullivan,Entertainment,N,1670,1955,1734
Joe Moore,Society,N,1671,1955,1735
Dr. Irvine H. Page,Science,N,1672,1955,1736
Princess Margaret,Royalty,N,1673,1955,1737
W. Averell Harriman,Politics & Gov,N,1674,1955,1738
Keith Funston,Business,N,1675,1955,1739
Julie Harris,Theater,N,1676,1955,1740
Theodore F. Adams,Religion,N,1677,1955,1741
Louis Marx,Business,N,1678,1955,1742
LeRoy Collins,Politics & Gov,N,1679,1955,1743
Jesus,Religion,N,1680,1955,1744
Mary,Religion,N,1680,1955,1745
Harlow Curtice,Business,Y,1681,1956,1746
Sherman Adams,Politics & Gov,N,1682,1956,1747
David Ben-Gurion,Politics & Gov,N,1683,1956,1748
Rowland Hughes,Politics & Gov,N,1684,1956,1749
Gen. Alfred Gruenther,Military,N,1685,1956,1750
Juscelino Kubitschek,Politics & Gov,N,1686,1956,1751
Gov. Frank Lausche,Politics & Gov,N,1687,1956,1752
William Holden,Entertainment,N,1688,1956,1753
Luo Ruiqing,Politics & Gov,N,1689,1956,1754
Leonard W. Hall,Politics & Gov,N,1690,1956,1755
Pierre Poujade,Politics & Gov,N,1691,1956,1756
James Eastland,Politics & Gov,N,1692,1956,1757
King Hussein,Royalty,N,1693,1956,1758
Ralph Reed,Business,N,1694,1956,1759
Philip Graham,Journalism,N,1695,1956,1760
Sigmund Freud,Science,N,1696,1956,1761
Nikita Khrushchev,Politics & Gov,N,1697,1956,1762
Ezra Benson,Business,N,1698,1956,1763
Marilyn Monroe,Entertainment,N,1699,1956,1764
Adm. Arleigh Burke,Military,N,1700,1956,1765
Robin Roberts,Sports,N,1701,1956,1766
Charles Erwin Wilson,Politics & Gov,N,1702,1956,1767
Jacques Barzun,Author,N,1703,1956,1768
Dwight D. Eisenhower,Politics & Gov,N,1704,1956,1769
Eugene R. Black Sr,Business,N,1705,1956,1770
Eero Saarinen,Architecture,N,1706,1956,1771
David J. McDonald,Business,N,1707,1956,1772
Adlai Stevenson II,Politics & Gov,N,1708,1956,1773
Rex Harrison,Entertainment,N,1709,1956,1774
Jawaharlal Nehru,Politics & Gov,N,1710,1956,1775
Stavros Niarchos,Business,N,1711,1956,1776
Harry S. Truman,Politics & Gov,N,1712,1956,1777
Duke Ellington,Music,N,1713,1956,1778
Gamal Abdel Nasser,Politics & Gov,N,1714,1956,1779
Gov. Arthur Langlie,Politics & Gov,N,1715,1956,1780
William McChesney Martin Jr,Politics & Gov,N,1716,1956,1781
Estes Kefauver,Politics & Gov,N,1717,1956,1782
John D. Rockefeller Jr,Business,N,1718,1956,1783
Robert F. Wagner Jr,Politics & Gov,N,1719,1956,1784
Duffy Daugherty,Sports,N,1720,1956,1785
Herman Talmadge,Business,N,1721,1956,1786
Gov. Leo Hoegh,Politics & Gov,N,1722,1956,1787
Maria Callas,Theater,N,1723,1956,1788
Richard Nixon,Politics & Gov,N,1724,1956,1789
Dwight D. Eisenhower,Politics & Gov,N,1725,1956,1790
Richard Nixon,Politics & Gov,N,1725,1956,1791
Anthony Eden,Politics & Gov,N,1726,1956,1792
Dag Hammarskjold,Politics & Gov,N,1727,1956,1793
Parry O'Brien,Sports,N,1728,1956,1794
Wladyslaw Gomulka,Politics & Gov,N,1729,1956,1795
Carl-Gustaf Rossby,Science,N,1730,1956,1796
Edward Hopper,Arts,N,1731,1956,1797
Paul A. Siple,Science,N,1732,1956,1798
William Knowland,Politics & Gov,N,1733,1957,1799
Harold MacMillan,Politics & Gov,N,1734,1957,1800
King Saud,Royalty,N,1735,1957,1801
Leonard Bernstein,Music,N,1736,1957,1802
Charles Van Doren,Journalism,N,1737,1957,1803
Martin Luther King Jr,Society,N,1738,1957,1804
Arthur Radford,Military,N,1739,1957,1805
Christian Dior,Business,N,1740,1957,1806
David Ben-Gurion,Politics & Gov,N,1741,1957,1807
Carrol M. Shanks,Business,N,1742,1957,1808
Dr. Charles Bailey,Science,N,1743,1957,1809
Gen. Bernard Schriever,Military,N,1744,1957,1810
Dave Beck,Business,N,1745,1957,1811
Sultan Mohammed V,Politics & Gov,N,1746,1957,1812
Simon Ramo,Business,N,1747,1957,1813
Dean Wooldridge,Business,N,1747,1957,1814
King Hussein,Royalty,N,1748,1957,1815
Herbert Brownell Jr,Politics & Gov,N,1749,1957,1816
Cardinal Stefan Wyszynski,Religion,N,1750,1957,1817
John McClellan,Politics & Gov,N,1751,1957,1818
Pedro Aramburu,Politics & Gov,N,1752,1957,1819
Henry Heald,Education,N,1753,1957,1820
Nuri as-Said,Politics & Gov,N,1754,1957,1821
Earl Warren,Politics & Gov,N,1755,1957,1822
Birdie Tebbetts,Sports,N,1756,1957,1823
Norman Chandler,Journalism,N,1757,1957,1824
Nikita Khrushchev,Politics & Gov,N,1758,1957,1825
Kim Novak,Entertainment,N,1759,1957,1826
John Diefenbaker,Politics & Gov,N,1760,1957,1827
Richard Russell Jr,Politics & Gov,N,1761,1957,1828
Alfried Krupp,Business,N,1762,1957,1829
Althea Gibson,Sports,N,1763,1957,1830
James Cozzens,Author,N,1764,1957,1831
James Hoffa,Business,N,1765,1957,1832
Anastas Mikoyan,Politics & Gov,N,1766,1957,1833
Orval Faubus,Politics & Gov,N,1767,1957,1834
Edward R. Murrow,Journalism,N,1768,1957,1835
Prince Philip,Royalty,N,1769,1957,1836
Ludwig Erhard,Politics & Gov,N,1770,1957,1837
George W. Walker,Business,N,1771,1957,1838
Princess Lalla Aicha,Royalty,N,1772,1957,1839
Edward Teller,Science,N,1773,1957,1840
Gen. Thomas D. White,Military,N,1774,1957,1841
John F. Kennedy,Politics & Gov,N,1775,1957,1842
Richard Nixon,Politics & Gov,N,1776,1957,1843
Gen. Lauris Norstad,Military,N,1777,1957,1844
Maria Schell,Entertainment,N,1778,1957,1845
Nikita Khrushchev,Politics & Gov,Y,1779,1958,1846
Neil H. McElroy,Politics & Gov,N,1780,1958,1847
Frank Pace,Military,N,1781,1958,1848
James Hagerty,Military,N,1782,1958,1849
Adnan Menderes,Politics & Gov,N,1783,1958,1850
Bill Hartack,Sports,N,1784,1958,1851
Wernher von Braun,Aviation,N,1785,1958,1852
J. Paul Getty,Business,N,1786,1958,1853
Theodore Roosevelt,Politics & Gov,N,1787,1958,1854
Sukarno,Politics & Gov,N,1788,1958,1855
Lyndon B. Johnson,Politics & Gov,N,1789,1958,1856
Edward Durrell Stone,Architecture,N,1790,1958,1857
Franklin Clark Fry,Religion,N,1791,1958,1858
John Gunther,Journalism,N,1792,1958,1859
Alec Guinness,Entertainment,N,1793,1958,1860
Walter O'Malley,Sports,N,1794,1958,1861
Charles Rhyne,Politics & Gov,N,1795,1958,1862
Lester Colbert,Business,N,1796,1958,1863
Harlow Curtice,Business,N,1796,1958,1864
Henry Ford II,Business,N,1796,1958,1865
Van Cliburn,Music,N,1797,1958,1866
Charles de Gaulle,Politics & Gov,N,1798,1958,1867
Alexandr Nesmeyanov,Science,N,1799,1958,1868
Michael Stepovich,Politics & Gov,N,1800,1958,1869
Jean Thorn,Fashion,N,1801,1958,1870
Luis Munoz Marin,Politics & Gov,N,1802,1958,1871
Sherman Adams,Politics & Gov,N,1803,1958,1872
Stephen Kennedy,Crime,N,1804,1958,1873
George Beadie,Science,N,1805,1958,1874
Robert Preston,Theater,N,1806,1958,1875
Gamal Abdel Nasser,Politics & Gov,N,1807,1958,1876
Adm. James L. Holloway Jr,Military,N,1808,1958,1877
Henry Cabot Lodge Jr,Politics & Gov,N,1809,1958,1878
Jack Paar,Journalism,N,1810,1958,1879
Robert Daniel Murphy,Politics & Gov,N,1811,1958,1880
Rear Admiral John Thach,Military,N,1812,1958,1881
Milton Eisenhower,Politics & Gov,N,1813,1958,1882
Edmund Brown Sr,Politics & Gov,N,1814,1958,1883
J. Lindsay Almond Jr,Politics & Gov,N,1815,1958,1884
Charles Goren,Sports,N,1816,1958,1885
Nelson Rockefeller,Politics & Gov,N,1817,1958,1886
Ferhat Abbas,Politics & Gov,N,1818,1958,1887
Amos Stagg,Sports,N,1819,1958,1888
Charles E. Chamberlain,Politics & Gov,N,1820,1958,1889
Renata Tebaldi,Theater,N,1821,1958,1890
Pope John XXIII,Religion,N,1822,1958,1891
C.R. Smith,Business,N,1823,1958,1892
Hubert H. Humphrey,Politics & Gov,N,1824,1958,1893
Lyndon B. Johnson,Politics & Gov,N,1824,1958,1894
John F. Kennedy,Politics & Gov,N,1824,1958,1895
Mao Zedong,Politics & Gov,N,1825,1958,1896
Adolfo Mateos,Politics & Gov,N,1826,1958,1897
Boris Pasternak,Author,N,1827,1958,1898
Miyoshi Umeki,Theater,N,1828,1958,1899
Pat Suzuki,Theater,N,1828.5,1958,1900
Charles de Gaulle,Politics & Gov,Y,1829,1959,1901
Ralph J. Cordiner,Business,N,1830,1959,1902
Fidel Castro,Politics & Gov,N,1831,1959,1903
Clarence Cannon,Politics & Gov,N,1832,1959,1904
John W. McCormack,Politics & Gov,N,1832,1959,1905
Wilbur D. Mills,Politics & Gov,N,1832,1959,1906
Samuel T. Rayburn,Politics & Gov,N,1832,1959,1907
Howard W. Smith,Politics & Gov,N,1832,1959,1908
Alec Cushing,Sports,N,1833,1959,1909
Sekou Toure,Politics & Gov,N,1834,1959,1910
Harry Belafonte,Music,N,1835,1959,1911
Warren North,Business,N,1836,1959,1912
Paul Tillich,Religion,N,1837,1959,1913
Michiko Shoda,Politics & Gov,N,1838,1959,1914
George Romney,Business,N,1839,1959,1915
Abdul Karim Kassem,Military,N,1840,1959,1916
Dalai Lama,Religion,N,1841,1959,1917
Christian A. Herter,Politics & Gov,N,1842,1959,1918
James Van Allen,Science,N,1843,1959,1919
Gen. Lyman Lemnitzer,Military,N,1844,1959,1920
Harsen Smith,Sports,N,1845,1959,1921
Willy Brandt,Politics & Gov,N,1846,1959,1922
Dwight Robinson,Business,N,1847,1959,1923
Charles Halleck,Politics & Gov,N,1848,1959,1924
Lewis Strauss,Politics & Gov,N,1849,1959,1925
Shirley MacLaine,Entertainment,N,1850,1959,1926
Queen Elizabeth II,Royalty,N,1851,1959,1927
Columbus Iselin II,Science,N,1852,1959,1928
Frol Kozlov,Politics & Gov,N,1853,1959,1929
Roger Blough,Business,N,1854,1959,1930
Dr. Roger Heller,Science,N,1855,1959,1931
Richard Nixon,Politics & Gov,N,1856,1959,1932
Gov. William F. Quinn,Politics & Gov,N,1857,1959,1933
Jacques Soustelle,Business,N,1858,1959,1934
Rocky Colavito,Sports,N,1859,1959,1935
James Hoffa,Business,N,1860,1959,1936
Dwight D. Eisenhower,Politics & Gov,N,1861,1959,1937
James B. Conant,Education,N,1862,1959,1938
Henry Moore,Arts,N,1863,1959,1939
Nikita Khrushchev,Politics & Gov,N,1864,1959,1940
Edward N. Cole,Business,N,1865,1959,1941
Liu Shaoqi,Politics & Gov,N,1866,1959,1942
Harold MacMillan,Politics & Gov,N,1867,1959,1943
Henry Alexander,Business,N,1868,1959,1944
Stuart Symington,Politics & Gov,N,1869,1959,1945
Robert Kintner,Journalism,N,1870,1959,1946
Robert Bernard Anderson,Politics & Gov,N,1871,1959,1947
Sam Huff,Sports,N,1872,1959,1948
Charles Mortimer,Business,N,1873,1959,1949
Jawaharlal Nehru,Politics & Gov,N,1874,1959,1950
Anne Bancroft,Entertainment,N,1875,1959,1951
Jesus,Religion,N,1876,1959,1952
Mary,Religion,N,1876,1959,1953
Dwight D. Eisenhower,Politics & Gov,Y,1877,1960,1954
Nobusuke Kishi,Politics & Gov,N,1878,1960,1955
Hubert H. Humphrey,Politics & Gov,N,1879,1960,1956
Romulo Betancourt,Politics & Gov,N,1880,1960,1957
James Reston,Journalism,N,1881,1960,1958
Pete Quesada,Business,N,1882,1960,1959
Pat Nixon,Politics & Gov,N,1883,1960,1960
Tom Mboya,Politics & Gov,N,1884,1960,1961
Ingmar Bergman,Entertainment,N,1885,1960,1962
Caryl Chessman,Crime,N,1886,1960,1963
Jacques Cousteau,Science,N,1887,1960,1964
Robert G. Menzies,Politics & Gov,N,1888,1960,1965
Bowman Gray,Business,N,1889,1960,1966
St. Paul,Religion,N,1890,1960,1967
Lyndon B. Johnson,Politics & Gov,N,1891,1960,1968
Arnold Palmer,Sports,N,1892,1960,1969
John H. Loudon,Business,N,1893,1960,1970
Francis Gary Powers,Military,N,1894,1960,1971
Charles de Gaulle,Politics & Gov,N,1895,1960,1972
Dwight D. Eisenhower,Politics & Gov,N,1895,1960,1973
Nikita Khrushchev,Politics & Gov,N,1895,1960,1974
Harold MacMillan,Politics & Gov,N,1895,1960,1975
Rodion Malinovsky,Military,N,1896,1960,1976
Nikita Khrushchev,Politics & Gov,N,1897,1960,1977
Douglas MacArthur II,Politics & Gov,N,1898,1960,1978
William Shakespeare,Arts,N,1899,1960,1979
Jacqueline Kennedy,Politics & Gov,N,1900,1960,1980
John F. Kennedy,Politics & Gov,N,1900,1960,1981
Joseph P. Kennedy Sr,Politics & Gov,N,1900,1960,1982
Rose Kennedy,Politics & Gov,N,1900,1960,1983
Lyndon B. Johnson,Politics & Gov,N,1901,1960,1984
Sherman F. Fairchild,Business,N,1902,1960,1985
Richard Nixon,Politics & Gov,N,1903,1960,1986
Nelson Rockefeller,Business,N,1903,1960,1987
Che Guevara,Politics & Gov,N,1904,1960,1988
Mort Sahl,Entertainment,N,1905,1960,1989
Dag Hammarskjold,Politics & Gov,N,1906,1960,1990
Rafer Johnson,Sports,N,1907,1960,1991
Margaret Chase Smith,Politics & Gov,N,1908,1960,1992
Lucia M. Cormier,Politics & Gov,N,1908,1960,1993
Mohammad Reza Pahlavi,Royalty,N,1909,1960,1994
Henry Cabot Lodge Jr,Politics & Gov,N,1910,1960,1995
Fidel Castro,Politics & Gov,N,1911,1960,1996
Gheorghe Gheorghiu-Dej,Politics & Gov,N,1911,1960,1997
Wladyslaw Gomulka,Politics & Gov,N,1911,1960,1998
Janos Kadar,Politics & Gov,N,1911,1960,1999
Nikita Khrushchev,Politics & Gov,N,1911,1960,2000
Kirill Mazurov,Politics & Gov,N,1911,1960,2001
Antonin Novotny,Politics & Gov,N,1911,1960,2002
Mehmet Shehu,Politics & Gov,N,1911,1960,2003
Josip Tito,Politics & Gov,N,1911,1960,2004
Todor Zhivkov,Politics & Gov,N,1911,1960,2005
Robert F. Kennedy,Politics & Gov,N,1912,1960,2006
Clark Kerr,Education,N,1913,1960,2007
Paul Bagwell,Politics & Gov,N,1914,1960,2008
Richard Nixon,Politics & Gov,N,1915,1960,2009
John F. Kennedy,Politics & Gov,N,1916,1960,2010
Alan Jay Lerner,Entertainment,N,1917,1960,2011
Frederick Loewe,Entertainment,N,1917,1960,2012
John F. Kennedy,Politics & Gov,N,1918,1960,2013
Sylvia Porter,Business,N,1919,1960,2014
Abubakar Balewa,Politics & Gov,N,1920,1960,2015
John Courtney Murray,Religion,N,1921,1960,2016
Franz Joseph Strauss,Politics & Gov,N,1922,1960,2017
Dean Rusk,Politics & Gov,N,1923,1960,2018
George Beadle,Science,Y,1924,1961,2019
Charles Draper,Science,Y,1924,1961,2020
John F. Enders,Science,Y,1924,1961,2021
Donald A. Glaser,Science,Y,1924,1961,2022
Joshua Lederberg,Science,Y,1924,1961,2023
Willard Libby,Science,Y,1924,1961,2024
Linus Pauling,Science,Y,1924,1961,2025
Edward Purcell,Science,Y,1924,1961,2026
Isidor Rabi,Science,Y,1924,1961,2027
Emilio Segre,Science,Y,1924,1961,2028
William Shockley,Science,Y,1924,1961,2029
Edward Teller,Science,Y,1924,1961,2030
Charles Townes,Science,Y,1924,1961,2031
James Van Allen,Science,Y,1924,1961,2032
Robert Woodward,Science,Y,1924,1961,2033
Adm. Harry Felt,Military,N,1925,1961,2034
Ancel Keys,Science,N,1926,1961,2035
Jacqueline Kennedy,Politics & Gov,N,1927,1961,2036
James R. Browning,Politics & Gov,N,1928,1961,2037
Franklin B. Dryden,Politics & Gov,N,1928,1961,2038
Lyndon B. Johnson,Politics & Gov,N,1928,1961,2039
John F. Kennedy,Politics & Gov,N,1928,1961,2040
Earl Warren,Politics & Gov,N,1928,1961,2041
John McKone,Military,N,1929,1961,2042
Bruce Olmstead,Military,N,1929,1961,2043
Samuel T. Rayburn,Politics & Gov,N,1930,1961,2044
Oscar Robertson,Sports,N,1931,1961,2045
Valerian Zorin,Politics & Gov,N,1932,1961,2046
Walter W. Heller,Politics & Gov,N,1933,1961,2047
Leontyne Price,Theater,N,1934,1961,2048
King Savang Vatthana,Royalty,N,1935,1961,2049
James M. Moran,Business,N,1936,1961,2050
Robert S. McNamara,Military,N,1937,1961,2051
Jean Kerr,Author,N,1938,1961,2052
Yuri Gagarin,Science,N,1939,1961,2053
Jose Miro Cardona,Politics & Gov,N,1940,1961,2054
Le Corbusier,Architecture,N,1941,1961,2055
Alan Shepard,Science,N,1942,1961,2056
Eugene Carson Blake,Religion,N,1943,1961,2057
John Patterson,Politics & Gov,N,1944,1961,2058
John F. Kennedy,Politics & Gov,N,1945,1961,2059
Clinton W. Murchison,Business,N,1946,1961,2060
John Murchison,Business,N,1946,1961,2061
Barry Goldwater,Politics & Gov,N,1947,1961,2062
Janio Quadros,Politics & Gov,N,1948,1961,2063
Dr. Leonard Larson,Science,N,1949,1961,2064
Bill Mauldin,Journalism,N,1950,1961,2065
Gen. Maxwell Taylor,Military,N,1951,1961,2066
Ngo Dinh Diem,Politics & Gov,N,1952,1961,2067
Donald J.M. Russell,Business,N,1953,1961,2068
C. Douglas Dillon,Politics & Gov,N,1954,1961,2069
Walter Ulbricht,Politics & Gov,N,1955,1961,2070
Lawrence F. O'Brien,Politics & Gov,N,1956,1961,2071
Nikita Khrushchev,Politics & Gov,N,1957,1961,2072
J.D. Salinger,Author,N,1958,1961,2073
Arthur J. Goldberg,Politics & Gov,N,1959,1961,2074
Mongi Slim,Politics & Gov,N,1960,1961,2075
Jean Monnet,Politics & Gov,N,1961,1961,2076
Gen. Creighton Abrams,Military,N,1962,1961,2077
Virgil Couch,Politics & Gov,N,1963,1961,2078
Thomas V. Jones,Business,N,1964,1961,2079
Mary Bunting,Education,N,1965,1961,2080
Glenn T. Seaborg,Science,N,1966,1961,2081
John F. Enders,Science,N,1967,1961,2082
Li Fu-chun,Politics & Gov,N,1968,1961,2083
